109/10/08,---,---,---,---,0,0,---,0
109/10/12,---,---,---,---,0,0,---,0
109/10/13,1.39,1.39,1.39,1.39,143000,198770,-0.01,4
109/10/14,1.43,1.49,1.43,1.45,476000,698780,+0.06,11
109/10/15,1.40,1.41,1.38,1.38,333000,465790,-0.07,4
109/10/16,1.41,1.49,1.41,1.49,242000,353070,+0.11,7
109/10/19,1.42,1.42,1.37,1.42,403000,568460,-0.07,13
109/10/20,1.39,1.42,1.39,1.42,161000,227120,0.00,5
109/10/21,1.45,1.55,1.45,1.51,719000,1074980,+0.09,22
109/10/22,1.51,1.53,1.43,1.47,636000,938260,-0.04,21
109/10/23,1.49,1.49,1.46,1.46,80000,119060,-0.01,5
109/10/26,1.42,1.44,1.40,1.40,151000,214300,-0.06,5
109/10/27,1.37,1.43,1.37,1.43,77000,108340,+0.03,5
109/10/28,1.41,1.41,1.37,1.37,65000,90730,-0.06,4
109/10/29,---,---,---,---,0,0,---,0
109/10/30,1.37,1.37,1.37,1.37,44000,60280,0.00,2
109/11/02,1.34,1.34,1.34,1.34,44000,58960,-0.03,1
109/11/03,1.38,1.44,1.38,1.43,74000,103920,+0.09,5
109/11/04,1.47,1.47,1.44,1.44,108000,157280,+0.01,8
109/11/05,1.40,1.43,1.40,1.43,117000,166690,-0.01,6
109/11/06,1.41,1.41,1.38,1.38,115000,160120,-0.05,4
109/11/09,1.44,1.44,1.42,1.44,48000,68550,+0.06,7
109/11/10,1.41,1.42,1.40,1.41,17000,23950,-0.03,5
109/11/11,---,---,---,---,0,0,---,0
109/11/12,1.48,1.50,1.46,1.46,136000,201300,+0.03,11
109/11/13,1.48,1.48,1.45,1.47,153000,224100,+0.01,11
109/11/16,1.48,1.48,1.48,1.48,10000,14800,+0.01,1
109/11/17,1.41,1.41,1.41,1.41,11000,15510,-0.07,1
109/11/18,1.40,1.40,1.39,1.39,73000,101870,-0.02,4
109/11/19,1.44,1.46,1.44,1.46,135000,195180,+0.07,9
109/11/20,1.53,1.54,1.49,1.49,209000,315410,+0.03,12
109/11/23,1.51,1.51,1.46,1.46,158000,235280,-0.03,11
109/11/24,1.49,1.49,1.43,1.43,29000,42370,-0.03,6
109/11/25,1.42,1.42,1.37,1.37,2000,2790,-0.06,2
109/11/26,1.41,1.41,1.41,1.41,6000,8460,+0.04,3
109/11/27,1.46,1.46,1.43,1.43,40000,58250,+0.02,3
109/11/30,1.45,1.45,1.41,1.41,29000,41540,-0.02,4
109/12/01,1.39,1.39,1.39,1.39,5000,6950,-0.02,1
109/12/02,1.33,1.33,1.32,1.32,6000,7930,-0.07,2
109/12/03,1.36,1.36,1.34,1.34,51000,68360,+0.02,2
109/12/04,1.31,1.31,1.31,1.31,4000,5240,-0.03,1
