109/07/01,1.98,1.99,1.98,1.99,117000,231670,+0.21,3
109/07/02,2.22,2.22,2.11,2.11,166000,357710,+0.12,13
109/07/03,2.06,2.06,1.99,1.99,302000,604350,-0.12,5
109/07/06,2.10,2.24,2.10,2.17,309000,667070,+0.18,17
109/07/07,2.19,2.23,2.04,2.13,420000,905700,-0.04,13
109/07/08,2.13,2.13,1.95,1.95,126000,258480,-0.18,6
109/07/09,1.95,1.95,1.95,1.95,2000,3900,0.00,1
109/07/10,1.69,1.69,1.67,1.67,15000,25250,-0.28,2
109/07/13,1.77,1.77,1.77,1.77,25000,44250,+0.10,1
109/07/14,1.67,1.67,1.63,1.63,25000,41470,-0.14,2
109/07/15,1.59,1.59,1.59,1.59,25000,39750,-0.04,1
109/07/16,1.50,1.50,1.50,1.50,25000,37500,-0.09,1
109/07/17,---,---,---,---,0,0,---,0
109/07/20,---,---,---,---,0,0,---,0
109/07/21,1.69,1.89,1.69,1.78,122000,216980,+0.29,11
109/07/22,1.88,2.25,1.86,2.25,247000,486620,+0.47,19
109/07/23,2.02,2.03,1.85,1.85,125000,246870,-0.40,11
109/07/24,---,---,---,---,0,0,---,0
109/07/27,---,---,---,---,0,0,---,0
109/07/28,1.65,1.65,1.65,1.65,10000,16500,-0.02,1
109/07/29,1.51,1.51,1.46,1.46,11000,16560,-0.19,3
109/07/30,1.47,1.47,1.47,1.47,1000,1470,+0.01,1
109/07/31,1.52,1.52,1.52,1.52,10000,15200,+0.05,1
