109/07/28,---,---,---,---,0,0,---,0
109/07/29,---,---,---,---,0,0,---,0
109/07/30,1.77,1.77,1.77,1.77,20000,35400,-0.12,1
109/07/31,1.77,1.77,1.77,1.77,20000,35400,0.00,20
109/08/03,1.89,1.90,1.88,1.90,314000,596400,+0.13,3
109/08/04,1.84,1.84,1.79,1.82,314000,562610,-0.08,4
109/08/05,1.79,1.82,1.79,1.82,130000,236000,0.00,4
109/08/06,1.78,1.83,1.78,1.81,199000,356420,-0.01,21
109/08/07,1.85,1.85,1.85,1.85,76000,140600,+0.04,1
109/08/10,1.83,1.85,1.83,1.85,33000,60750,0.00,4
109/08/11,1.82,1.87,1.82,1.86,152000,280860,+0.01,21
109/08/12,1.86,1.90,1.83,1.90,143000,265710,+0.04,10
109/08/13,1.89,1.89,1.87,1.87,126000,237620,-0.03,7
109/08/14,1.88,1.89,1.88,1.89,300000,565000,+0.02,4
109/08/17,1.77,1.80,1.77,1.78,203000,361820,-0.11,5
109/08/18,1.75,1.80,1.75,1.80,29000,51580,+0.02,4
109/08/19,1.79,1.87,1.79,1.86,47000,85180,+0.06,7
109/08/20,1.94,2.03,1.93,2.03,131000,261640,+0.17,7
109/08/21,1.93,2.02,1.91,2.02,144000,279380,-0.01,6
109/08/24,2.01,2.05,2.01,2.05,119000,242160,+0.03,5
109/08/25,1.98,1.98,1.96,1.96,89000,176140,-0.09,6
109/08/26,---,---,---,---,0,0,---,0
109/08/27,1.80,1.84,1.80,1.84,124000,227700,+0.02,4
109/08/28,1.81,1.82,1.79,1.79,234000,421610,-0.05,4
109/08/31,1.80,1.85,1.79,1.85,195000,351350,+0.06,4
109/09/01,1.87,1.90,1.87,1.90,85000,161200,+0.05,3
109/09/02,1.84,1.84,1.84,1.84,14000,25760,-0.06,1
109/09/03,1.79,1.79,1.79,1.79,14000,25060,-0.05,1
109/09/04,1.83,1.86,1.82,1.82,213000,390760,+0.03,5
109/09/07,1.73,1.75,1.72,1.75,230000,397700,-0.07,15
109/09/08,1.72,1.74,1.72,1.73,140000,242050,-0.02,11
109/09/09,1.73,1.73,1.68,1.69,40000,68360,-0.04,8
109/09/10,1.65,1.70,1.64,1.70,240000,399340,+0.01,16
109/09/11,1.69,1.69,1.68,1.68,140000,236230,-0.02,15
