109/07/08,0.97,0.97,0.97,0.97,5000,4850,0.00,1
109/07/09,0.93,0.97,0.93,0.97,30000,28450,0.00,4
109/07/10,0.88,0.88,0.81,0.82,48000,40760,-0.15,11
109/07/13,0.74,0.76,0.74,0.74,18000,13420,-0.08,4
109/07/14,0.72,0.72,0.71,0.71,10000,7190,-0.03,3
109/07/15,---,---,---,---,0,0,---,0
109/07/16,---,---,---,---,0,0,---,0
109/07/17,---,---,---,---,0,0,---,0
109/07/20,---,---,---,---,0,0,---,0
109/07/21,---,---,---,---,0,0,---,0
109/07/22,0.77,0.77,0.77,0.77,60000,46200,+0.07,2
109/07/23,0.74,0.75,0.74,0.75,60000,44500,-0.02,3
109/07/24,---,---,---,---,0,0,---,0
109/07/27,---,---,---,---,0,0,---,0
109/07/28,---,---,---,---,0,0,---,0
109/07/29,0.64,0.64,0.64,0.64,20000,12800,+0.03,1
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
109/08/03,---,---,---,---,0,0,---,0
109/08/04,---,---,---,---,0,0,---,0
109/08/05,---,---,---,---,0,0,---,0
109/08/06,---,---,---,---,0,0,---,0
109/08/07,---,---,---,---,0,0,---,0
109/08/10,---,---,---,---,0,0,---,0
109/08/11,0.48,0.48,0.48,0.48,20000,9600,-0.06,1
109/08/12,---,---,---,---,0,0,---,0
109/08/13,---,---,---,---,0,0,---,0
109/08/14,---,---,---,---,0,0,---,0
109/08/17,---,---,---,---,0,0,---,0
109/08/18,---,---,---,---,0,0,---,0
109/08/19,---,---,---,---,0,0,---,0
109/08/20,---,---,---,---,0,0,---,0
109/08/21,---,---,---,---,0,0,---,0
109/08/24,---,---,---,---,0,0,---,0
109/08/25,---,---,---,---,0,0,---,0
109/08/26,0.42,0.44,0.42,0.44,139000,59810,+0.04,4
109/08/27,0.43,0.44,0.43,0.44,139000,60820,0.00,4
109/08/28,0.43,0.43,0.43,0.43,45000,19350,-0.01,1
109/08/31,0.43,0.43,0.43,0.43,100000,43000,0.00,1
109/09/01,0.41,0.41,0.41,0.41,100000,41000,-0.02,1
109/09/02,---,---,---,---,0,0,---,0
109/09/03,---,---,---,---,0,0,---,0
109/09/04,---,---,---,---,0,0,---,0
109/09/07,---,---,---,---,0,0,---,0
109/09/08,---,---,---,---,0,0,---,0
109/09/09,---,---,---,---,0,0,---,0
109/09/10,---,---,---,---,0,0,---,0
109/09/11,---,---,---,---,0,0,---,0
109/09/14,---,---,---,---,0,0,---,0
109/09/15,---,---,---,---,0,0,---,0
109/09/16,---,---,---,---,0,0,---,0
109/09/17,---,---,---,---,0,0,---,0
109/09/18,---,---,---,---,0,0,---,0
109/09/18,---,---,---,---,0,0,---,0
